ВАЗ (Lada) 2109,$ 3 500,,"2006 г., 1.5 л., механика"
Toyota Aristo,$ 5 800,,"2000 г., 3 л., автомат"
Mitsubishi Space Star,$ 2 841,,"2002 г., 1.8 л., механика"
Lexus GX,$ 26 700,,"2008 г., 4.7 л., автомат"
BMW 5 серии,$ 32 800,,"2018 г., 3 л., автомат"
Toyota Alphard,$ 56 000,,"2017 г., 3.5 л., автомат"
Hyundai Sonata,$ 13 800,,"2018 г., 2 л., автомат"
Toyota Camry,$ 17 400,,"2019 г., 2.5 л., автомат"
Honda Jazz,$ 8 000,,"2005 г., 1.3 л., механика"
Toyota RAV4,$ 23 500,,"2018 г., 2.5 л., автомат"
Hyundai Sonata,$ 14 300,,"2017 г., 2 л., автомат"
Mercedes-Benz E-Класс AMG,$ 19 000,,"2000 г., 5.4 л., автомат"
Toyota Land Cruiser,$ 37 800,,"2013 г., 4.6 л., автомат"
Toyota Highlander,$ 47 000,,"2020 г., 2.5 л., автомат"
Mercedes-Benz S-Класс,$ 11 800,,"2008 г., 5.5 л., автомат"
Toyota Prius,$ 9 600,,"2011 г., 1.8 л., автомат"
Lexus RX,$ 19 000,,"2010 г., 3.5 л., вариатор"
Toyota Camry,$ 31 800,,"2021 г., 2.5 л., автомат"
Kia K5 II Седан,$ 15 000,,"2017 г., 2 л., автомат"
Daewoo Nexia,$ 1 534,,"2005 г., 1.5 л., механика"
Toyota Highlander,$ 38 000,,"2020 г., 3.5 л., автомат"
Toyota Avalon,$ 31 000,,"2019 г., 2.5 л., вариатор"
Volkswagen Jetta,$ 18 000,,"2020 г., 1.4 л., автомат"
Hyundai Sonata,$ 10 800,,"2017 г., 2 л., автомат"
Mercedes-Benz S-Класс,$ 10 500,,"1998 г., 3.2 л., автомат"
Honda Accord,$ 22 700,,"2018 г., 1.5 л., вариатор"
BMW 5 серии,$ 37 500,,"2017 г., 3 л., автомат"
Honda Accord,$ 26 400,,"2021 г., 1.5 л., вариатор"
Lexus ES,$ 16 800,,"2010 г., 3.5 л., автомат"
Lexus RX,$ 38 500,,"2018 г., 3.5 л., автомат"
Toyota Aygo,$ 5 227,,"2008 г., 1 л., механика"
Honda Fit,$ 4 999,,"2001 г., 1.3 л., вариатор"
Lexus NX,$ 21 900,,"2017 г., 2 л., автомат"
Daewoo Matiz,$ 1 420,,"2004 г., 0.8 л., механика"
Kia K5 III Седан,$ 18 800,,"2020 г., 2 л., автомат"
Daewoo Matiz,$ 1 363,,"1998 г., 0.8 л., механика"
Toyota Land Cruiser,$ 10 000,,"1997 г., 4.5 л., механика"
Mercedes-Benz E-Класс,$ 11 800,,"2000 г., 3.2 л., автомат"
BMW X5,$ 26 500,,"2016 г., 3 л., автомат"
Subaru Forester,$ 18 000,,"2019 г., 2.5 л., вариатор"
Subaru Legacy,$ 13 900,,"2018 г., 2.5 л., вариатор"
Daewoo Matiz,$ 2 800,,"2007 г., 0.8 л., механика"
Subaru Forester,$ 14 800,,"2017 г., 2.5 л., вариатор"
Subaru Outback,$ 8 000,,"2005 г., 2.5 л., автомат"
Toyota Estima,$ 10 550,,"2005 г., 2.4 л., автомат"
BMW 5 серии,$ 12 500,,"2011 г., 2 л., автомат"
Toyota Camry (Japan),$ 9 800,,"2004 г., 2.4 л., автомат"
Toyota Camry,$ 20 200,,"2017 г., 2.5 л., автомат"
Toyota Camry,$ 24 000,,"2018 г., 2.5 л., вариатор"
